product_category,original_price,product_age_days,return_reason,condition_grade,optimal_route
toys,1746.43,64,no_longer_needed,for_parts,recycle
home,28677.49,26,defective,for_parts,recycle
clothing,6456.96,37,defective,acceptable,refurbish
books,2146.52,202,no_longer_needed,good,peer_exchange
electronics,62774.68,3,no_longer_needed,like_new,resell_as_is
clothing,2794.96,270,no_longer_needed,acceptable,refurbish
home,11250.65,85,not_as_described,very_good,resell_as_is
home,16301.81,17,not_as_described,very_good,resell_as_is
home,15560.27,175,not_as_described,good,refurbish
electronics,28410.79,5,defective,acceptable,refurbish
electronics,47153.88,98,not_as_described,for_parts,recycle
clothing,11186.65,24,not_as_described,for_parts,recycle
clothing,14019.31,105,wrong_size,acceptable,refurbish
clothing,4492.38,62,wrong_size,good,refurbish
clothing,13433.57,96,wrong_size,acceptable,refurbish
toys,2677.99,39,not_as_described,good,refurbish
toys,5089.12,172,no_longer_needed,very_good,refurbish
clothing,4190.35,12,no_longer_needed,very_good,resell_as_is
toys,5056.56,42,not_as_described,good,refurbish
books,2019.57,94,defective,like_new,peer_exchange
clothing,13226.33,47,defective,acceptable,refurbish
home,27844.12,44,better_price_found,acceptable,refurbish
books,2695.1,58,no_longer_needed,good,refurbish
electronics,53579.54,52,defective,good,refurbish
books,1620.22,52,not_as_described,acceptable,refurbish
home,20120.08,109,defective,like_new,resell_as_is
electronics,17956.7,53,not_as_described,acceptable,refurbish
toys,3131.39,44,defective,good,refurbish
home,10366.94,36,not_as_described,like_new,resell_as_is
clothing,7666.76,21,wrong_size,for_parts,refurbish
electronics,5038.86,18,defective,very_good,resell_as_is
electronics,45463.28,26,no_longer_needed,very_good,recycle
toys,500.57,45,no_longer_needed,acceptable,donate
clothing,580.87,46,not_as_described,acceptable,donate
books,2210.59,66,no_longer_needed,very_good,peer_exchange
toys,3480.69,151,no_longer_needed,acceptable,refurbish
home,33529.79,108,no_longer_needed,very_good,resell_as_is
clothing,5473.01,22,wrong_size,good,refurbish
electronics,45411.44,21,defective,acceptable,refurbish
clothing,3401.8,58,wrong_size,very_good,resell_as_is
home,7720.15,8,wrong_size,good,refurbish
clothing,14738.16,13,defective,for_parts,peer_exchange
clothing,11389.3,3,no_longer_needed,good,refurbish
electronics,1683.42,21,defective,very_good,refurbish
clothing,2136.46,14,not_as_described,acceptable,refurbish
clothing,2141.75,54,better_price_found,acceptable,refurbish
home,30417.78,6,not_as_described,good,resell_as_is
clothing,9602.87,132,defective,good,refurbish
clothing,12094.34,165,not_as_described,like_new,resell_as_is
books,521.96,48,no_longer_needed,acceptable,donate
clothing,9269.47,44,better_price_found,for_parts,recycle
clothing,12762.73,55,wrong_size,good,refurbish
toys,787.16,88,wrong_size,good,peer_exchange
toys,4498.99,106,no_longer_needed,good,refurbish
electronics,2358.46,1,defective,good,refurbish
home,3570.77,63,not_as_described,good,refurbish
electronics,59885.69,49,no_longer_needed,very_good,resell_as_is
home,37745.56,53,defective,good,refurbish
clothing,13745.82,81,not_as_described,good,refurbish
clothing,8338.94,3,wrong_size,good,refurbish
home,1342.2,21,defective,good,peer_exchange
electronics,49845.82,70,no_longer_needed,like_new,resell_as_is
home,2718.43,193,no_longer_needed,very_good,resell_as_is
electronics,56948.86,7,better_price_found,acceptable,refurbish
home,10435.8,30,defective,good,refurbish
clothing,6920.1,124,not_as_described,acceptable,refurbish
electronics,50883.29,63,not_as_described,like_new,resell_as_is
electronics,53332.21,164,not_as_described,good,refurbish
electronics,16548.33,170,defective,good,refurbish
books,866.9,133,no_longer_needed,for_parts,recycle
electronics,4809.8,206,defective,good,refurbish
clothing,6561.45,39,wrong_size,acceptable,refurbish
electronics,21709.97,57,no_longer_needed,very_good,resell_as_is
clothing,12998.6,179,not_as_described,good,refurbish
clothing,1302.9,73,not_as_described,very_good,peer_exchange
electronics,48008.01,44,defective,acceptable,refurbish
home,37547.52,19,not_as_described,acceptable,refurbish
clothing,13966.5,17,not_as_described,for_parts,recycle
clothing,14643.84,3,not_as_described,good,refurbish
clothing,5906.81,44,wrong_size,very_good,resell_as_is
toys,3004.33,138,defective,good,refurbish
electronics,36043.12,1,better_price_found,good,recycle
books,2265.06,9,no_longer_needed,acceptable,refurbish
electronics,19517.46,130,defective,good,refurbish
toys,3636.54,43,no_longer_needed,very_good,resell_as_is
clothing,780.19,1,wrong_size,good,peer_exchange
toys,5318.6,106,better_price_found,acceptable,refurbish
home,942.74,63,not_as_described,good,peer_exchange
electronics,57033.38,12,wrong_size,good,resell_as_is
clothing,3742.19,19,wrong_size,like_new,resell_as_is
electronics,48919.91,88,not_as_described,for_parts,recycle
electronics,63720.36,112,no_longer_needed,good,refurbish
toys,4036.54,11,not_as_described,very_good,resell_as_is
electronics,6181.67,1,no_longer_needed,good,peer_exchange
clothing,7077.27,27,no_longer_needed,acceptable,refurbish
electronics,54795.91,42,defective,like_new,resell_as_is
electronics,3893.11,36,not_as_described,very_good,resell_as_is
electronics,2816.98,10,not_as_described,good,refurbish
electronics,62012.82,45,defective,very_good,recycle
clothing,1192.8,21,no_longer_needed,acceptable,donate
electronics,57557.22,46,not_as_described,for_parts,resell_as_is
electronics,31858.8,98,not_as_described,good,refurbish
home,24536.81,49,not_as_described,good,refurbish
clothing,7446.33,24,wrong_size,good,refurbish
electronics,55182.58,78,defective,like_new,peer_exchange
books,1043.61,62,no_longer_needed,good,peer_exchange
clothing,4997.76,48,wrong_size,for_parts,recycle
clothing,1396.19,60,wrong_size,good,recycle
electronics,53732.06,6,not_as_described,very_good,resell_as_is
electronics,31662.93,49,better_price_found,good,refurbish
electronics,60182.74,234,defective,acceptable,refurbish
books,470.5,35,no_longer_needed,acceptable,donate
electronics,62912.03,62,no_longer_needed,acceptable,refurbish
clothing,14782.34,2,no_longer_needed,acceptable,refurbish
books,1124.68,60,no_longer_needed,like_new,peer_exchange
clothing,7486.26,127,wrong_size,good,refurbish
clothing,12006.27,44,wrong_size,like_new,resell_as_is
clothing,12328.07,13,not_as_described,like_new,resell_as_is
home,36728.61,50,defective,acceptable,refurbish
books,2937.94,9,defective,acceptable,refurbish
clothing,13377.76,161,not_as_described,good,refurbish
electronics,29200.97,69,not_as_described,very_good,resell_as_is
home,3483.54,26,better_price_found,very_good,resell_as_is
electronics,21243.67,129,not_as_described,acceptable,donate
clothing,3302.57,16,not_as_described,good,refurbish
electronics,26326.8,23,no_longer_needed,acceptable,refurbish
home,2669.03,61,defective,acceptable,refurbish
clothing,5877.18,6,wrong_size,for_parts,recycle
clothing,9623.82,40,wrong_size,like_new,resell_as_is
home,36985.62,1,defective,acceptable,refurbish
toys,3674.42,33,not_as_described,like_new,resell_as_is
electronics,33841.39,113,defective,like_new,resell_as_is
electronics,35072.29,100,defective,acceptable,refurbish
clothing,13052.49,59,not_as_described,good,refurbish
clothing,1777.15,17,wrong_size,like_new,peer_exchange
clothing,10320.16,13,not_as_described,good,refurbish
home,36746.36,60,wrong_size,very_good,resell_as_is
clothing,6581.27,67,wrong_size,for_parts,recycle
home,39307.46,93,not_as_described,acceptable,refurbish
clothing,13165.07,2,defective,very_good,resell_as_is
electronics,43464.13,26,defective,for_parts,recycle
clothing,3502.18,66,no_longer_needed,acceptable,refurbish
clothing,10117.24,60,no_longer_needed,acceptable,donate
home,19485.68,34,not_as_described,very_good,resell_as_is
clothing,9733.82,14,no_longer_needed,acceptable,refurbish
clothing,708.75,8,wrong_size,like_new,peer_exchange
toys,484.88,8,better_price_found,good,peer_exchange
toys,4759.52,67,no_longer_needed,very_good,resell_as_is
electronics,33851.0,2,not_as_described,very_good,resell_as_is
electronics,50456.41,33,no_longer_needed,acceptable,refurbish
clothing,10954.12,42,no_longer_needed,good,refurbish
home,5591.11,53,defective,very_good,resell_as_is
clothing,12736.58,9,no_longer_needed,like_new,resell_as_is
toys,473.94,14,defective,very_good,peer_exchange
electronics,31246.85,31,no_longer_needed,acceptable,refurbish
clothing,5884.97,3,no_longer_needed,good,resell_as_is
home,36616.74,51,no_longer_needed,acceptable,refurbish
clothing,11229.17,48,defective,very_good,resell_as_is
clothing,3973.7,17,wrong_size,like_new,resell_as_is
books,270.41,189,not_as_described,acceptable,donate
home,14095.68,74,not_as_described,very_good,resell_as_is
electronics,22580.12,79,better_price_found,like_new,resell_as_is
electronics,49816.34,152,defective,for_parts,recycle
electronics,5096.28,6,defective,good,refurbish
electronics,15320.07,12,no_longer_needed,like_new,resell_as_is
toys,7007.25,6,no_longer_needed,good,refurbish
home,39024.71,26,no_longer_needed,like_new,resell_as_is
home,21221.92,104,no_longer_needed,good,refurbish
electronics,64553.45,11,not_as_described,very_good,resell_as_is
home,2160.64,170,defective,very_good,refurbish
home,27131.5,10,no_longer_needed,very_good,resell_as_is
home,33567.01,80,not_as_described,acceptable,refurbish
electronics,23440.72,23,no_longer_needed,good,refurbish
books,1670.86,15,wrong_size,very_good,refurbish
home,11957.77,19,no_longer_needed,acceptable,refurbish
clothing,10555.18,83,no_longer_needed,very_good,resell_as_is
electronics,61733.03,73,not_as_described,very_good,peer_exchange
home,38140.14,63,no_longer_needed,acceptable,refurbish
electronics,58005.95,31,better_price_found,good,refurbish
clothing,3870.08,161,not_as_described,good,refurbish
toys,7203.11,33,defective,like_new,resell_as_is
clothing,12328.99,28,defective,good,refurbish
home,27796.36,46,no_longer_needed,acceptable,refurbish
electronics,64133.49,62,no_longer_needed,acceptable,refurbish
clothing,14777.71,79,no_longer_needed,good,refurbish
home,30048.22,6,no_longer_needed,very_good,resell_as_is
clothing,2112.25,46,defective,acceptable,refurbish
clothing,10932.62,67,better_price_found,very_good,resell_as_is
electronics,52589.61,93,no_longer_needed,like_new,resell_as_is
toys,3212.7,52,better_price_found,good,refurbish
home,26250.79,52,not_as_described,good,refurbish
books,2363.13,33,better_price_found,very_good,peer_exchange
clothing,4850.36,37,no_longer_needed,for_parts,recycle
clothing,6785.83,41,better_price_found,good,refurbish
home,5001.88,72,no_longer_needed,acceptable,donate
clothing,2164.49,112,wrong_size,like_new,peer_exchange
electronics,41681.54,1,defective,acceptable,refurbish
electronics,14569.2,17,no_longer_needed,good,refurbish
electronics,43215.99,11,not_as_described,good,refurbish
books,732.3,149,wrong_size,very_good,peer_exchange
electronics,11795.93,247,no_longer_needed,very_good,resell_as_is
clothing,1310.54,7,no_longer_needed,acceptable,refurbish
electronics,57963.21,23,defective,like_new,resell_as_is
toys,6972.71,6,better_price_found,good,refurbish
clothing,10493.75,98,no_longer_needed,good,refurbish
home,31286.72,12,no_longer_needed,very_good,resell_as_is
electronics,38864.72,6,better_price_found,good,refurbish
electronics,44654.64,201,defective,like_new,resell_as_is
clothing,4459.34,303,no_longer_needed,good,recycle
books,1363.56,182,better_price_found,acceptable,refurbish
clothing,8223.5,24,no_longer_needed,for_parts,recycle
clothing,4418.54,11,wrong_size,very_good,resell_as_is
clothing,2090.81,103,not_as_described,good,peer_exchange
clothing,14094.37,16,not_as_described,very_good,resell_as_is
toys,2410.63,263,no_longer_needed,acceptable,refurbish
electronics,55987.38,20,better_price_found,very_good,refurbish
toys,3339.05,23,no_longer_needed,acceptable,refurbish
electronics,28138.8,66,wrong_size,good,refurbish
electronics,23124.73,31,no_longer_needed,very_good,resell_as_is
electronics,64738.35,39,defective,like_new,resell_as_is
electronics,48517.0,50,no_longer_needed,like_new,resell_as_is
clothing,6720.7,4,not_as_described,very_good,resell_as_is
home,4086.9,122,better_price_found,very_good,resell_as_is
clothing,14453.57,261,no_longer_needed,like_new,resell_as_is
home,3836.61,135,better_price_found,for_parts,recycle
clothing,7842.0,79,defective,very_good,peer_exchange
clothing,10117.74,35,wrong_size,good,refurbish
toys,1866.46,33,better_price_found,like_new,peer_exchange
clothing,5466.48,41,better_price_found,like_new,refurbish
clothing,7326.45,3,no_longer_needed,acceptable,refurbish
clothing,870.99,31,wrong_size,good,peer_exchange
toys,6443.85,6,no_longer_needed,like_new,resell_as_is
clothing,7687.91,71,no_longer_needed,acceptable,donate
electronics,47201.55,3,defective,very_good,resell_as_is
toys,913.77,12,defective,good,resell_as_is
clothing,12292.66,89,not_as_described,for_parts,recycle
electronics,58772.45,45,defective,good,refurbish
clothing,12338.35,2,wrong_size,for_parts,recycle
clothing,13887.55,146,wrong_size,very_good,resell_as_is
electronics,38216.56,24,no_longer_needed,very_good,resell_as_is
electronics,17537.8,11,defective,acceptable,refurbish
home,23932.18,16,defective,very_good,resell_as_is
clothing,14614.15,96,better_price_found,good,refurbish
clothing,9254.3,219,wrong_size,very_good,resell_as_is
toys,1408.14,101,not_as_described,acceptable,refurbish
electronics,46568.05,111,not_as_described,acceptable,refurbish
toys,1133.02,16,not_as_described,very_good,peer_exchange
clothing,8019.54,3,wrong_size,acceptable,refurbish
clothing,7187.03,13,no_longer_needed,for_parts,recycle
home,14613.65,1,not_as_described,good,refurbish
home,37884.42,35,not_as_described,good,refurbish
home,33259.04,11,better_price_found,good,refurbish
toys,4230.64,5,no_longer_needed,acceptable,refurbish
electronics,10124.8,24,better_price_found,like_new,resell_as_is
books,2470.95,6,no_longer_needed,for_parts,recycle
electronics,56977.35,63,no_longer_needed,for_parts,recycle
clothing,6819.7,10,wrong_size,good,refurbish
toys,489.7,54,no_longer_needed,acceptable,donate
clothing,13817.92,24,no_longer_needed,for_parts,recycle
toys,6297.85,58,not_as_described,for_parts,resell_as_is
home,26731.65,20,not_as_described,very_good,resell_as_is
home,38658.08,20,no_longer_needed,acceptable,refurbish
books,2684.28,36,defective,for_parts,peer_exchange
clothing,12852.89,113,wrong_size,acceptable,donate
books,2647.4,10,no_longer_needed,acceptable,donate
books,725.04,24,no_longer_needed,acceptable,donate
clothing,4023.99,72,defective,good,refurbish
clothing,9389.54,132,no_longer_needed,like_new,resell_as_is
clothing,4640.04,60,not_as_described,acceptable,donate
clothing,3437.27,23,wrong_size,for_parts,recycle
clothing,8139.65,3,no_longer_needed,very_good,resell_as_is
clothing,14936.87,15,wrong_size,for_parts,recycle
home,15483.07,62,not_as_described,acceptable,peer_exchange
clothing,8023.37,32,better_price_found,acceptable,refurbish
home,17930.15,123,wrong_size,very_good,resell_as_is
home,7946.17,21,no_longer_needed,like_new,resell_as_is
home,35120.72,79,not_as_described,like_new,resell_as_is
electronics,25952.48,4,no_longer_needed,good,refurbish
electronics,53517.04,43,defective,good,refurbish
clothing,3875.68,149,wrong_size,for_parts,recycle
home,1286.07,36,not_as_described,very_good,peer_exchange
clothing,1587.11,21,wrong_size,acceptable,refurbish
toys,3287.46,93,no_longer_needed,good,refurbish
home,2446.06,6,defective,very_good,refurbish
home,28734.06,20,no_longer_needed,like_new,peer_exchange
toys,6110.08,84,not_as_described,good,refurbish
home,3143.56,33,no_longer_needed,for_parts,recycle
electronics,37763.17,50,better_price_found,acceptable,recycle
books,2922.92,21,no_longer_needed,very_good,refurbish
home,2889.49,10,better_price_found,good,refurbish
clothing,8014.58,59,no_longer_needed,very_good,resell_as_is
home,32361.2,42,not_as_described,like_new,resell_as_is
home,36887.05,9,better_price_found,very_good,resell_as_is
electronics,64373.66,50,defective,very_good,resell_as_is
books,1179.95,4,better_price_found,for_parts,recycle
toys,4776.86,110,better_price_found,acceptable,refurbish
home,29075.08,98,defective,like_new,resell_as_is
home,5704.8,46,not_as_described,acceptable,refurbish
books,1910.15,152,better_price_found,acceptable,refurbish
electronics,15814.42,33,no_longer_needed,good,refurbish
clothing,11251.56,3,defective,good,refurbish
home,2895.22,49,not_as_described,acceptable,refurbish
electronics,36800.63,71,not_as_described,good,refurbish
electronics,38503.81,97,defective,good,refurbish
home,18447.31,7,not_as_described,very_good,resell_as_is
home,34343.34,137,no_longer_needed,like_new,resell_as_is
books,1080.57,158,better_price_found,good,peer_exchange
home,23000.48,11,defective,very_good,peer_exchange
home,25403.78,8,not_as_described,very_good,resell_as_is
clothing,8261.85,201,no_longer_needed,acceptable,refurbish
electronics,9472.32,81,not_as_described,like_new,resell_as_is
electronics,38904.25,82,not_as_described,for_parts,recycle
clothing,3417.35,43,no_longer_needed,for_parts,recycle
clothing,9276.28,53,defective,very_good,peer_exchange
books,2332.76,58,defective,good,peer_exchange
clothing,10037.42,118,no_longer_needed,good,refurbish
clothing,14216.58,103,wrong_size,acceptable,refurbish
clothing,12194.5,50,defective,very_good,resell_as_is
books,2510.14,105,no_longer_needed,acceptable,refurbish
clothing,4404.13,102,not_as_described,very_good,resell_as_is
home,7490.26,20,not_as_described,good,refurbish
electronics,64362.47,147,not_as_described,acceptable,refurbish
electronics,34386.49,13,not_as_described,like_new,resell_as_is
home,33855.3,143,better_price_found,for_parts,recycle
clothing,13265.21,22,wrong_size,very_good,resell_as_is
home,8135.88,1,no_longer_needed,good,recycle
home,26339.62,116,not_as_described,good,refurbish
toys,1399.3,86,no_longer_needed,acceptable,refurbish
electronics,17784.87,12,not_as_described,for_parts,donate
books,1946.6,100,not_as_described,very_good,peer_exchange
clothing,6823.37,95,wrong_size,very_good,resell_as_is
books,1333.67,18,no_longer_needed,like_new,peer_exchange
home,2959.26,42,not_as_described,very_good,resell_as_is
electronics,39578.56,12,defective,for_parts,resell_as_is
toys,688.31,203,no_longer_needed,acceptable,donate
home,31719.33,5,not_as_described,for_parts,resell_as_is
electronics,35578.77,75,no_longer_needed,good,refurbish
home,6486.34,69,better_price_found,good,recycle
home,2985.16,31,defective,acceptable,refurbish
clothing,14838.51,84,wrong_size,good,refurbish
clothing,8474.43,36,wrong_size,like_new,resell_as_is
home,31774.97,59,not_as_described,like_new,resell_as_is
clothing,9217.04,13,wrong_size,like_new,resell_as_is
home,25149.44,152,defective,very_good,resell_as_is
clothing,13176.22,128,not_as_described,good,refurbish
home,9808.15,74,no_longer_needed,good,refurbish
clothing,7323.59,10,defective,very_good,resell_as_is
electronics,61731.75,17,not_as_described,like_new,resell_as_is
home,5182.58,60,wrong_size,good,refurbish
toys,4145.55,111,better_price_found,very_good,resell_as_is
home,4884.04,168,defective,good,refurbish
home,26866.31,16,not_as_described,like_new,resell_as_is
books,2302.02,36,defective,good,peer_exchange
home,4588.26,37,not_as_described,for_parts,resell_as_is
home,17913.42,64,not_as_described,acceptable,refurbish
books,1857.24,99,no_longer_needed,very_good,peer_exchange
home,13255.3,6,not_as_described,acceptable,refurbish
books,652.61,9,no_longer_needed,acceptable,donate
clothing,9761.03,18,not_as_described,very_good,resell_as_is
home,22934.05,18,not_as_described,acceptable,refurbish
electronics,21016.96,95,better_price_found,good,refurbish
clothing,7877.46,2,no_longer_needed,acceptable,refurbish
clothing,7511.43,90,no_longer_needed,acceptable,refurbish
clothing,4085.89,61,not_as_described,like_new,resell_as_is
electronics,52387.37,108,no_longer_needed,good,refurbish
clothing,8144.93,18,better_price_found,good,refurbish
clothing,7792.51,125,wrong_size,very_good,resell_as_is
toys,2454.73,85,not_as_described,very_good,peer_exchange
clothing,8706.35,16,wrong_size,acceptable,refurbish
clothing,2158.15,114,no_longer_needed,acceptable,refurbish
clothing,899.35,23,wrong_size,for_parts,recycle
home,21057.34,35,wrong_size,acceptable,refurbish
home,32514.5,158,not_as_described,good,refurbish
home,34172.96,16,not_as_described,very_good,resell_as_is
books,1632.23,185,no_longer_needed,like_new,peer_exchange
electronics,42138.08,12,not_as_described,acceptable,refurbish
electronics,35788.11,72,better_price_found,good,refurbish
electronics,23205.65,110,no_longer_needed,good,refurbish
electronics,19308.19,11,defective,acceptable,refurbish
clothing,14673.12,32,wrong_size,good,refurbish
clothing,12235.59,20,not_as_described,like_new,resell_as_is
clothing,11016.61,63,no_longer_needed,very_good,resell_as_is
electronics,31858.07,45,defective,like_new,resell_as_is
clothing,5519.1,62,wrong_size,very_good,resell_as_is
electronics,59727.61,169,not_as_described,very_good,resell_as_is
electronics,26760.13,5,no_longer_needed,very_good,resell_as_is
electronics,34814.42,1,better_price_found,good,refurbish
clothing,1167.97,46,wrong_size,good,peer_exchange
home,19704.41,114,better_price_found,for_parts,recycle
home,17973.94,34,better_price_found,like_new,resell_as_is
clothing,1458.79,120,wrong_size,good,peer_exchange
home,35531.61,5,not_as_described,good,refurbish
electronics,43206.12,10,defective,good,refurbish
toys,5709.55,54,defective,very_good,resell_as_is
electronics,46369.42,8,defective,acceptable,refurbish
clothing,3497.44,191,no_longer_needed,acceptable,refurbish
clothing,1489.03,7,wrong_size,very_good,peer_exchange
clothing,10619.2,141,wrong_size,like_new,resell_as_is
books,2063.92,37,better_price_found,very_good,peer_exchange
clothing,11955.91,19,wrong_size,good,refurbish
home,23431.37,44,better_price_found,acceptable,refurbish
clothing,5158.42,98,no_longer_needed,good,refurbish
clothing,12151.5,2,wrong_size,acceptable,refurbish
home,29164.09,66,no_longer_needed,good,refurbish
clothing,7864.16,43,better_price_found,very_good,resell_as_is
electronics,7353.11,185,defective,good,refurbish
books,2364.97,10,no_longer_needed,like_new,peer_exchange
home,9900.52,100,defective,like_new,refurbish
clothing,5904.72,122,no_longer_needed,very_good,resell_as_is
electronics,2228.34,122,no_longer_needed,good,refurbish
home,34522.04,134,no_longer_needed,acceptable,refurbish
home,13863.27,119,better_price_found,like_new,resell_as_is
electronics,10123.3,33,no_longer_needed,very_good,resell_as_is
electronics,25815.41,39,not_as_described,good,refurbish
home,35404.56,54,not_as_described,very_good,resell_as_is
home,10460.49,10,wrong_size,very_good,resell_as_is
home,38723.52,24,no_longer_needed,like_new,resell_as_is
clothing,12653.89,73,wrong_size,for_parts,recycle
clothing,12477.44,189,no_longer_needed,good,refurbish
electronics,11958.86,244,no_longer_needed,like_new,resell_as_is
clothing,5016.94,49,wrong_size,very_good,resell_as_is
electronics,29196.86,43,not_as_described,good,refurbish
electronics,64753.05,211,no_longer_needed,acceptable,donate
clothing,13690.65,30,no_longer_needed,good,refurbish
toys,5713.25,110,no_longer_needed,for_parts,recycle
electronics,50196.29,2,no_longer_needed,very_good,resell_as_is
home,25769.03,67,better_price_found,very_good,resell_as_is
electronics,31188.99,10,no_longer_needed,very_good,resell_as_is
clothing,4659.09,41,wrong_size,very_good,resell_as_is
clothing,3491.96,2,defective,acceptable,refurbish
electronics,26670.1,192,not_as_described,very_good,resell_as_is
books,262.53,50,better_price_found,very_good,peer_exchange
clothing,7992.53,199,wrong_size,acceptable,refurbish
clothing,593.9,45,wrong_size,good,peer_exchange
clothing,9646.63,7,wrong_size,acceptable,resell_as_is
electronics,26408.7,34,no_longer_needed,good,refurbish
electronics,47043.05,43,defective,very_good,resell_as_is
home,33181.17,15,better_price_found,for_parts,recycle
electronics,46093.85,47,no_longer_needed,very_good,resell_as_is
clothing,9236.12,79,not_as_described,very_good,resell_as_is
home,26823.0,33,not_as_described,good,refurbish
toys,4933.21,54,defective,good,refurbish
clothing,8303.89,39,no_longer_needed,like_new,resell_as_is
electronics,53368.92,8,better_price_found,for_parts,recycle
toys,1532.55,65,not_as_described,acceptable,refurbish
clothing,13607.29,41,no_longer_needed,good,refurbish
clothing,4160.5,130,wrong_size,very_good,resell_as_is
toys,438.2,1,defective,very_good,peer_exchange
toys,3934.32,21,better_price_found,very_good,resell_as_is
home,894.64,14,no_longer_needed,like_new,peer_exchange
clothing,6248.07,217,not_as_described,like_new,resell_as_is
home,28766.17,29,better_price_found,for_parts,recycle
clothing,11386.68,92,wrong_size,good,refurbish
toys,1249.42,173,no_longer_needed,very_good,peer_exchange
electronics,21752.7,84,no_longer_needed,very_good,resell_as_is
electronics,29030.73,7,defective,for_parts,recycle
home,38678.52,41,no_longer_needed,like_new,resell_as_is
clothing,11783.17,25,better_price_found,acceptable,refurbish
clothing,9809.71,68,not_as_described,good,refurbish
books,923.17,59,no_longer_needed,acceptable,donate
books,2869.29,9,no_longer_needed,acceptable,refurbish
electronics,32066.8,16,better_price_found,like_new,resell_as_is
clothing,3706.48,219,wrong_size,very_good,resell_as_is
toys,3525.7,19,defective,good,refurbish
toys,7860.77,30,better_price_found,good,refurbish
clothing,1422.08,12,no_longer_needed,acceptable,refurbish
clothing,12532.23,14,no_longer_needed,acceptable,refurbish
books,2683.38,150,better_price_found,good,refurbish
home,37734.7,206,no_longer_needed,good,refurbish
clothing,2689.23,21,better_price_found,very_good,resell_as_is
electronics,32284.78,96,not_as_described,like_new,resell_as_is
home,19582.68,200,not_as_described,acceptable,refurbish
clothing,3577.87,26,defective,very_good,resell_as_is
clothing,13500.52,68,wrong_size,good,resell_as_is
electronics,8858.63,76,no_longer_needed,acceptable,refurbish
books,2378.92,138,not_as_described,acceptable,refurbish
electronics,59258.54,1,not_as_described,like_new,resell_as_is
clothing,9534.4,88,no_longer_needed,acceptable,refurbish
clothing,12331.28,64,not_as_described,very_good,resell_as_is
toys,6836.63,11,no_longer_needed,good,refurbish
clothing,9821.88,205,no_longer_needed,acceptable,refurbish
electronics,29469.24,43,no_longer_needed,for_parts,recycle
clothing,5391.64,52,wrong_size,for_parts,recycle
toys,1232.32,13,no_longer_needed,acceptable,refurbish
books,1391.27,116,no_longer_needed,good,peer_exchange
electronics,28242.75,25,no_longer_needed,acceptable,refurbish
toys,7801.17,150,no_longer_needed,good,refurbish
electronics,41619.73,49,no_longer_needed,good,refurbish
home,14929.08,44,not_as_described,like_new,resell_as_is
electronics,38467.99,129,defective,good,refurbish
electronics,28393.35,40,defective,good,donate
home,3011.94,106,not_as_described,very_good,resell_as_is
clothing,1682.52,4,not_as_described,for_parts,recycle
clothing,14234.37,17,wrong_size,for_parts,recycle
electronics,44297.57,103,defective,very_good,resell_as_is
home,26836.44,5,no_longer_needed,good,peer_exchange
home,17662.1,139,not_as_described,like_new,resell_as_is
home,39571.09,16,not_as_described,good,refurbish
clothing,11696.15,11,defective,very_good,resell_as_is
electronics,28111.12,6,better_price_found,good,refurbish
electronics,12611.14,29,no_longer_needed,very_good,resell_as_is
electronics,39640.42,31,not_as_described,good,resell_as_is
toys,1261.48,74,defective,acceptable,refurbish
electronics,45654.62,137,defective,like_new,resell_as_is
clothing,13343.66,36,defective,acceptable,recycle
clothing,12492.8,76,no_longer_needed,acceptable,refurbish
clothing,11594.6,27,wrong_size,acceptable,refurbish
electronics,42551.28,133,no_longer_needed,good,peer_exchange
home,9037.81,139,defective,very_good,peer_exchange
electronics,28536.06,119,defective,like_new,resell_as_is
clothing,6714.44,76,wrong_size,acceptable,refurbish
books,1979.61,169,better_price_found,good,peer_exchange
toys,6815.88,6,better_price_found,very_good,resell_as_is
clothing,5140.27,44,not_as_described,good,refurbish
home,918.68,177,no_longer_needed,acceptable,donate
toys,402.46,5,better_price_found,acceptable,donate
clothing,8214.77,45,not_as_described,for_parts,recycle
toys,4570.0,23,no_longer_needed,good,refurbish
home,25182.18,141,defective,good,refurbish
electronics,21577.6,4,defective,like_new,resell_as_is
electronics,53401.18,142,not_as_described,like_new,resell_as_is
electronics,12717.81,51,defective,acceptable,refurbish
books,363.48,17,no_longer_needed,acceptable,donate
home,23303.62,60,defective,good,refurbish
clothing,13372.09,107,wrong_size,for_parts,recycle
electronics,61432.33,36,no_longer_needed,very_good,resell_as_is
books,1654.54,74,better_price_found,good,peer_exchange
home,15947.92,196,wrong_size,good,refurbish
clothing,4259.1,33,no_longer_needed,good,refurbish
home,24784.33,50,not_as_described,like_new,resell_as_is
clothing,6717.08,17,wrong_size,acceptable,refurbish
electronics,4411.54,16,not_as_described,good,refurbish
clothing,1552.01,3,no_longer_needed,good,peer_exchange
electronics,21957.01,36,no_longer_needed,good,refurbish
electronics,31648.98,105,not_as_described,very_good,resell_as_is
home,6091.7,53,better_price_found,very_good,refurbish
books,2837.73,36,no_longer_needed,acceptable,refurbish
clothing,2109.41,73,no_longer_needed,like_new,peer_exchange
clothing,13872.0,139,no_longer_needed,acceptable,refurbish
clothing,3980.89,27,not_as_described,acceptable,refurbish
home,6122.99,169,not_as_described,acceptable,refurbish
books,1612.23,122,no_longer_needed,acceptable,refurbish
clothing,5349.92,50,no_longer_needed,good,refurbish
